Var1,Var2
0.00614439324116743,0.00293
0.0184331797235023,0.00293
0.0317460317460317,0.00294
0.0440348182283666,0.00295
0.0563236047107015,0.00292
0.0686123911930363,0.00272
0.0809011776753712,0.0026
0.0942140296979007,0.00256
0.106502816180236,0.00254
0.11879160266257,0.00253
0.131080389144905,0.00275
0.14336917562724,0.00282
0.15668202764977,0.00288
0.168970814132104,0.00301
0.181259600614439,0.00313
0.193548387096774,0.00331
0.205837173579109,0.00347
0.219150025601638,0.00371
0.231438812083973,0.00393
0.243727598566308,0.00407
0.256016385048643,0.00442
0.268305171530978,0.00461
0.281618023553507,0.00489
0.293906810035842,0.00513
0.306195596518177,0.00521
0.318484383000512,0.00514
0.330773169482847,0.00518
0.344086021505376,0.00529
0.356374807987711,0.00539
0.368663594470046,0.00555
0.380952380952381,0.0058
0.393241167434716,0.00602
0.406554019457245,0.00633
0.41884280593958,0.00655
0.431131592421915,0.00676
0.44342037890425,0.007
0.456733230926779,0.00719
0.469022017409114,0.00737
0.481310803891449,0.00748
0.493599590373784,0.0075
0.505888376856119,0.00748
0.519201228878648,0.00754
0.531490015360983,0.0077
0.543778801843318,0.00778
0.556067588325653,0.00779
0.568356374807988,0.00777
0.581669226830517,0.00766
0.593958013312852,0.00748
0.606246799795187,0.00728
0.618535586277522,0.00706
0.630824372759857,0.0069
0.644137224782386,0.0067
0.656426011264721,0.00643
0.668714797747056,0.00624
0.681003584229391,0.00609
0.693292370711726,0.00598
0.706605222734255,0.00586
0.71889400921659,0.00562
0.731182795698925,0.00541
0.74347158218126,0.00501
0.755760368663594,0.00463
0.769073220686124,0.00433
0.781362007168459,0.00401
0.793650793650794,0.0037
0.805939580133128,0.00335
0.819252432155658,0.00304
0.831541218637993,0.0027
0.843830005120328,0.00226
0.856118791602662,0.00198
0.868407578084997,0.00162
0.881720430107527,0.00133
0.894009216589862,0.00108
0.906298003072197,0.00084
0.918586789554531,0.00066
0.930875576036866,0.00049
0.944188428059396,0.00038
0.956477214541731,0.00027
0.968766001024065,0.0002
0.9810547875064,0.00018
0.993343573988735,0.00018
