Var1,Var2
0.6,14.6980431769568
1.8,14.6980431769568
3.05,14.7543920668921
4.3,14.8648324037081
5.5,14.8819470329868
6.7,15.0080738568338
7.9,15.009692055231
9.15,14.9138996638997
10.4,14.7707504271248
11.6,14.6847370163157
12.8,14.4694478979141
14,14.3770666547
15.25,14.2409743147564
16.5,14.0812746077694
17.7,13.9969151875
18.9,13.9583504062372
20.15,13.949316137671
21.4,13.9981034384483
22.6,14.030475225594
23.8,14.0514096378524
25,14.1041581510395
26.25,14.1024042981968
27.5,14.0760857309786
28.7,14.0624145937927
29.9,14.0655217038804
31.1,14.0973754131561
32.35,14.1534165525624
33.6,14.1956908478454
34.8,14.2261796875
36,14.2268043125
37.2,14.1827407668148
38.45,14.1664537498403
39.7,14.1059649110088
40.9,14.0544166658125
42.1,14.0528084339895
43.3,14.0899870750162
44.55,14.1340008369994
45.8,14.1947484375
47,14.2365003851247
48.2,14.2321602589199
49.4,14.2216091875
50.65,14.237931878017
51.9,14.2772332079249
53.1,14.2725260855794
54.3,14.273007818252
55.5,14.2319009773762
56.75,14.180547965274
58,14.1100955699522
59.2,14.045135
60.4,13.9471231646576
61.65,13.8419355395161
62.9,13.7571995678997
64.1,13.6570348052761
65.3,13.5711515716363
66.5,13.489611989612
67.75,13.407945921027
69,13.3329892082473
70.2,13.2443331860833
71.4,13.1555899069101
72.6,12.9944828694829
73.85,12.8064405141101
75.1,12.6107887223028
76.3,12.3864413864414
77.5,12.1839317794659
78.7,11.9194254152873
79.95,11.7191443989305
81.2,11.4214432964433
82.4,11.0602098576574
83.6,10.8043867771934
84.8,10.3578470183853
86.05,9.97102248551124
87.3,9.50259274935181
88.5,8.85447110447111
89.7,8.2857600625
90.9,7.56353854661536
92.15,6.79326088581523
93.4,5.9953866875
94.6,5.03415889480138
95.8,4.4395835
97.05,4.35724634818841
