Var1,Vg
0.00614439324116743,0
0.0184331797235023,0
0.0317460317460317,0
0.0440348182283666,0
0.0563236047107015,0
0.0686123911930363,0
0.0809011776753712,0
0.0942140296979007,0
0.106502816180236,0
0.11879160266257,0
0.131080389144905,1.016
0.14336917562724,1.017
0.15668202764977,1.019
0.168970814132104,1.022
0.181259600614439,1.026
0.193548387096774,1.029
0.205837173579109,1.032
0.219150025601638,1.035
0.231438812083973,1.04
0.243727598566308,1.043
0.256016385048643,1.049
0.268305171530978,1.054
0.281618023553507,1.058
0.293906810035842,1.062
0.306195596518177,1.065
0.318484383000512,1.071
0.330773169482847,1.075
0.344086021505376,1.08
0.356374807987711,1.084
0.368663594470046,1.092
0.380952380952381,1.097
0.393241167434716,1.104
0.406554019457245,1.112
0.41884280593958,1.119
0.431131592421915,1.126
0.44342037890425,1.135
0.456733230926779,1.145
0.469022017409114,1.158
0.481310803891449,1.168
0.493599590373784,1.184
0.505888376856119,1.2
0.519201228878648,1.22
0.531490015360983,1.247
0.543778801843318,1.272
0.556067588325653,1.307
0.568356374807988,1.346
0.581669226830517,1.381
0.593958013312852,1.404
0.606246799795187,1.43
0.618535586277522,1.448
0.630824372759857,1.467
0.644137224782386,1.488
0.656426011264721,1.506
0.668714797747056,1.527
0.681003584229391,1.549
0.693292370711726,1.566
0.706605222734255,1.58
0.71889400921659,1.59
0.731182795698925,1.602
0.74347158218126,1.613
0.755760368663594,1.625
0.769073220686124,1.636
0.781362007168459,1.646
0.793650793650794,1.656
0.805939580133128,1.662
0.819252432155658,1.667
0.831541218637993,1.669
0.843830005120328,1.671
0.856118791602662,1.671
0.868407578084997,1.666
0.881720430107527,1.663
0.894009216589862,1.658
0.906298003072197,1.652
0.918586789554531,1.645
0.930875576036866,1.636
0.944188428059396,1.628
0.956477214541731,1.619
0.968766001024065,1.611
0.9810547875064,1.602
0.993343573988735,1.594
