Var1,Var2
0.6,7.680340875
1.8,7.680340875
3.05,7.51548650387163
4.3,7.204799125
5.5,6.9098375625
6.7,6.60432816141796
7.9,6.51685131671283
9.15,6.08430825
10.4,5.42873672313164
11.6,5.1482515
12.8,4.82202074151556
14,4.65618048440976
15.25,4.63071859517965
16.5,4.79352623911844
17.7,4.99109193527298
18.9,5.45309282422679
20.15,5.71159089420455
21.4,6.63463825481913
22.6,7.607171
23.8,8.20410064794967
25,9.29079832269958
26.25,9.63848067401933
27.5,9.75368712131288
28.7,9.83186916703271
29.9,9.91083885270972
31.1,9.987704003074
32.35,10.1464649633838
33.6,10.3038427769214
34.8,10.4171618546619
36,10.5411055727764
37.2,10.6019643125
38.45,10.5402432801825
39.7,10.5635258591185
40.9,10.5994802130198
42.1,10.6760461875
43.3,10.8233428308357
44.55,10.8603290349177
45.8,10.8736395006802
47,11.0208138229069
48.2,11.143647946824
49.4,11.3621218125
50.65,11.5477082619271
51.9,11.6805917222041
53.1,11.7677446161277
54.3,11.8433170774756
55.5,11.8772239375
56.75,11.9354874677437
58,12.0894098170574
59.2,12.1915461542269
60.4,12.3437710625
61.65,12.4437501593751
62.9,12.4524117112941
64.1,12.4403827677871
65.3,12.3992685494514
66.5,12.3195108472554
67.75,12.2829318289659
69,12.236230375
70.2,12.139969575038
71.4,12.0743424121712
72.6,12.0080091209954
73.85,11.9457743125
75.1,11.876191
76.3,11.8098630977054
77.5,11.7789594782804
78.7,11.704296051074
79.95,11.6462496615624
81.2,11.5490248627438
82.4,11.4161423330712
83.6,11.3383228970807
84.8,11.2302461052461
86.05,11.1363164659209
87.3,11.0519929634965
88.5,10.9078869605283
89.7,10.7404218101055
90.9,10.5212348125
92.15,10.2171171957207
93.4,9.734492375
94.6,8.87804465701116
95.8,8.30407037500001
97.05,8.25015425003856
