Var1,Var2
0.6,8.106108875
1.8,8.106108875
3.05,8.45023894994026
4.3,9.1596053125
5.5,9.23750206562448
6.7,9.1610931875
7.9,8.96174805293701
9.15,7.90449428862357
10.4,6.04881167529708
11.6,5.3797529375
12.8,5.085166125
14,5.04413813603454
15.25,5.01647155838211
16.5,5.0558234095883
17.7,5.15644376572188
18.9,5.62945409263648
20.15,6.16154098172951
21.4,6.988032875
22.6,7.73544093022046
23.8,8.10019588740206
25,8.05708701968473
26.25,8.07509983127495
27.5,8.0835456042728
28.7,8.12326168576169
29.9,8.17783423195856
31.1,8.25074925018731
32.35,8.44077690788846
33.6,8.67209941395029
34.8,8.9464564107282
36,9.21206257757822
37.2,9.34356727339182
38.45,9.40811907905954
39.7,9.75340187074766
40.9,9.96313767828443
42.1,10.1867453125
43.3,10.4501107250554
44.55,10.693204173301
45.8,10.9596352923176
47,11.1693146028427
48.2,11.336892875
49.4,11.4860015174981
50.65,11.6306808423298
51.9,11.8375041875
53.1,12.0120101310051
54.3,12.1982345647068
55.5,12.3424496712248
56.75,12.4844354375
58,12.7052373638093
59.2,12.849735912566
60.4,12.9630311135622
61.65,13.0418941979736
62.9,13.1331193125
64.1,13.2372327468082
65.3,13.3453312796687
66.5,13.5457627271186
67.75,13.6724346875
69,13.7525144987427
70.2,13.8492732748183
71.4,13.910255995192
72.6,13.9508809743393
73.85,13.9913829353457
75.1,14.0261191548511
76.3,14.018510071755
77.5,13.9823741875
78.7,13.9201599375
79.95,13.8413676982904
81.2,13.7475493125
82.4,13.6401593399602
83.6,13.5367579466895
84.8,13.3668324082919
86.05,13.2156007953004
87.3,13.0346891788277
88.5,12.817986096493
89.7,12.6211104072224
90.9,12.3200255075255
92.15,12.0080807560606
93.4,11.5073257554943
94.6,10.7847178402822
95.8,10.228284375
97.05,10.1560806795605
