Var1,Var2
0.6,3.74629268657317
1.8,3.74629268657317
3.05,3.8088456102886
4.3,3.95076113730971
5.5,4.02266781816695
6.7,4.54832346166173
7.9,4.8455858125
9.15,5.05730596615298
10.4,5.33583483395871
11.6,5.5450731987683
12.8,6.0660136084966
14,6.3329670627747
15.25,6.5434106875
16.5,6.7083256875
17.7,6.84631889907973
18.9,7.0587909375
20.15,7.17240969180727
21.4,7.2849368037658
22.6,7.360876125
23.8,7.46363791022844
25,7.62231593615797
26.25,7.66798083399041
27.5,7.6414233125
28.7,7.69619257119258
29.9,7.74574874787437
31.1,7.81360525
32.35,7.95675995675996
33.6,8.13782500641251
34.8,8.28725198137401
36,8.48269312067328
37.2,8.72231454865728
38.45,8.79890935054532
39.7,8.83197172848586
40.9,8.86952436952437
42.1,8.93653298510026
43.3,9.01931705284147
44.55,9.14921271269683
45.8,9.37687303265477
47,9.52708176354088
48.2,9.68709829637287
49.4,9.86548786548786
50.65,10.004621939811
51.9,10.1915066648633
53.1,10.3170405457399
54.3,10.444328076418
55.5,10.5762405137405
56.75,10.6965290848968
58,10.812922
59.2,10.9216271212797
60.4,11.0249219125781
61.65,11.1303626848187
62.9,11.2059051470474
64.1,11.2882871441436
65.3,11.3348058325971
66.5,11.377298875
67.75,11.4065295940296
69,11.4416528125
70.2,11.470217
71.4,11.4790791875
72.6,11.4917385686961
73.85,11.484129351194
75.1,11.4625790718552
76.3,11.4237605
77.5,11.3804470625
78.7,11.295738022869
79.95,11.2103166547625
81.2,11.1139468069734
82.4,10.99684725
83.6,10.8684272993546
84.8,10.6893264089896
86.05,10.5201518850759
87.3,10.3299618575381
88.5,10.1102409375
89.7,9.89153168749999
90.9,9.52237694868847
92.15,9.14650500000001
93.4,8.578205375
94.6,7.78751230312193
95.8,7.29705926176482
97.05,7.22720127279873
