Var1,Var2
0.00614439324116743,0
0.0184331797235023,0
0.0317460317460317,0
0.0440348182283666,0
0.0563236047107015,0
0.0686123911930363,0
0.0809011776753712,0
0.0942140296979007,0
0.106502816180236,0
0.11879160266257,0
0.131080389144905,0
0.14336917562724,0
0.15668202764977,0
0.168970814132104,0
0.181259600614439,0
0.193548387096774,0
0.205837173579109,0
0.219150025601638,0
0.231438812083973,0
0.243727598566308,1e-05
0.256016385048643,2e-05
0.268305171530978,3e-05
0.281618023553507,4e-05
0.293906810035842,7e-05
0.306195596518177,9e-05
0.318484383000512,0.00013
0.330773169482847,0.00017
0.344086021505376,0.00023
0.356374807987711,0.00026
0.368663594470046,0.0003
0.380952380952381,0.00036
0.393241167434716,0.00041
0.406554019457245,0.00051
0.41884280593958,0.0006
0.431131592421915,0.0007
0.44342037890425,0.00085
0.456733230926779,0.00097
0.469022017409114,0.00116
0.481310803891449,0.00138
0.493599590373784,0.00159
0.505888376856119,0.00181
0.519201228878648,0.00204
0.531490015360983,0.00254
0.543778801843318,0.00293
0.556067588325653,0.00351
0.568356374807988,0.00425
0.581669226830517,0.00494
0.593958013312852,0.00605
0.606246799795187,0.00696
0.618535586277522,0.00826
0.630824372759857,0.00974
0.644137224782386,0.01137
0.656426011264721,0.01377
0.668714797747056,0.01585
0.681003584229391,0.01912
0.693292370711726,0.02249
0.706605222734255,0.0261
0.71889400921659,0.03099
0.731182795698925,0.03544
0.74347158218126,0.04204
0.755760368663594,0.04836
0.769073220686124,0.05538
0.781362007168459,0.06427
0.793650793650794,0.07172
0.805939580133128,0.08232
0.819252432155658,0.09139
0.831541218637993,0.10078
0.843830005120328,0.11095
0.856118791602662,0.11845
0.868407578084997,0.12686
0.881720430107527,0.13173
0.894009216589862,0.13404
0.906298003072197,0.13316
0.918586789554531,0.12859
0.930875576036866,0.11875
0.944188428059396,0.10626
0.956477214541731,0.08636
0.968766001024065,0.0647
0.9810547875064,0.05271
0.993343573988735,0.05113
