Var1,Var2
0.6,0
1.8,0
3.05,0
4.3,0
5.5,0
6.7,0
7.9,0
9.15,0
10.4,0
11.6,0
12.8,0
14,0
15.25,0
16.5,0
17.7,0
18.9,2.25
20.15,2.25
21.4,2.25
22.6,2.25
23.8,2.893570125
25,3.46612469596883
26.25,3.47859393214848
27.5,4.71316775
28.7,4.9125099375
29.9,5.496907875
31.1,5.76904774047613
32.35,5.7656131875
33.6,5.55792158155881
34.8,5.8967153125
36,6.32595076898769
37.2,6.818880125
38.45,7.3590786875
39.7,7.34646989911747
40.9,7.1742924375
42.1,7.19237270190683
43.3,7.3825501875
44.55,7.16452591613148
45.8,6.834148875
47,6.58837647790588
48.2,6.20785117696279
49.4,5.75272643818161
50.65,5.39314122328531
51.9,4.7068823125
53.1,4.4428628125
54.3,4.62464943732472
55.5,4.91193558096779
56.75,5.0226128181532
58,5.32657314921343
59.2,5.60462808865702
60.4,5.71417633936775
61.65,5.78650383849616
62.9,5.75391375293532
64.1,5.477762625
65.3,5.35128588685706
66.5,5.3692174375
67.75,5.26558050389513
69,5.24549187612703
70.2,5.30553079164809
71.4,5.37036168981915
72.6,5.5096311899078
73.85,5.73128363903727
75.1,5.88302425
76.3,5.97595956851011
77.5,5.9902401875
78.7,5.8691915625
79.95,5.7085590625
81.2,5.5368036157991
82.4,5.14351147337787
83.6,4.66750181312636
84.8,4.4535599375
86.05,4.23442249610562
87.3,3.95509858009858
88.5,3.53068023465988
89.7,3.08872175
90.9,2.85999859750035
92.15,2.3916539375
93.4,2.201299625
94.6,2.3331359375
95.8,2.5040125
97.05,2.505396875
