Var1,Var2
0.00614439324116743,0
0.0184331797235023,0
0.0317460317460317,0
0.0440348182283666,0
0.0563236047107015,0
0.0686123911930363,0
0.0809011776753712,0
0.0942140296979007,0
0.106502816180236,0
0.11879160266257,0
0.131080389144905,1e-05
0.14336917562724,1e-05
0.15668202764977,1e-05
0.168970814132104,0
0.181259600614439,0
0.193548387096774,1e-05
0.205837173579109,1e-05
0.219150025601638,1e-05
0.231438812083973,1e-05
0.243727598566308,1e-05
0.256016385048643,1e-05
0.268305171530978,1e-05
0.281618023553507,1e-05
0.293906810035842,1e-05
0.306195596518177,1e-05
0.318484383000512,2e-05
0.330773169482847,2e-05
0.344086021505376,4e-05
0.356374807987711,6e-05
0.368663594470046,8e-05
0.380952380952381,0.00011
0.393241167434716,0.00014
0.406554019457245,0.00018
0.41884280593958,0.00021
0.431131592421915,0.00023
0.44342037890425,0.00025
0.456733230926779,0.00027
0.469022017409114,0.00032
0.481310803891449,0.00037
0.493599590373784,0.00043
0.505888376856119,0.00052
0.519201228878648,0.0006
0.531490015360983,0.00071
0.543778801843318,0.0008
0.556067588325653,0.00095
0.568356374807988,0.00113
0.581669226830517,0.0013
0.593958013312852,0.00157
0.606246799795187,0.0018
0.618535586277522,0.00211
0.630824372759857,0.00242
0.644137224782386,0.00272
0.656426011264721,0.0031
0.668714797747056,0.0034
0.681003584229391,0.0038
0.693292370711726,0.00421
0.706605222734255,0.0046
0.71889400921659,0.00512
0.731182795698925,0.00548
0.74347158218126,0.00597
0.755760368663594,0.00633
0.769073220686124,0.00658
0.781362007168459,0.00675
0.793650793650794,0.00679
0.805939580133128,0.00678
0.819252432155658,0.00661
0.831541218637993,0.00634
0.843830005120328,0.00591
0.856118791602662,0.00543
0.868407578084997,0.00468
0.881720430107527,0.00406
0.894009216589862,0.00332
0.906298003072197,0.00258
0.918586789554531,0.00201
0.930875576036866,0.00135
0.944188428059396,0.00091
0.956477214541731,0.00054
0.968766001024065,0.00028
0.9810547875064,0.00021
0.993343573988735,0.0002
